tic,cik,permno
sang,0001753368,80030
mmlp,0001176334,89570
cps,0001320461,19297
cps,0001320461,68881
cps,0001320461,85255
cps,0001320461,14185
sqns,0001383395,12680
bta,0001343793,46500
issc,0000836690,43423
issc,0000836690,88534
esca,0000033488,33532
goro,0001160791,12049
fet,0001401257,13337
nak,0001164771,90443
spok,0001289945,90464
drrx,0001082038,88626
pebk,0001093672,90983
immp,0001506184,86829
srt,0001031029,23325
srt,0001031029,85077
caas,0001157762,90313
ofs,0001487918,47845
ofs,0001487918,13698
amsc,0000880807,77175
ofed,0001501078,12502
crt,0000881787,77369
mg,0001436126,93065
utsi,0001030471,87825
bq,0001815021,29874
mtrx,0000866273,51909
mtrx,0000866273,76279
ffnw,0001401564,92303
cfbk,0001070680,86526
cdzi,0000727273,85570
mec,0001766368,42817
mec,0001766368,76492
ehth,0001333493,91498
iti,0000350868,66667
iti,0000350868,67029
smmt,0001599298,73411
snda,0001043000,90193
fusn,0001805890,80454
fusn,0001805890,80530
ghl,0001282977,90164
pfmt,0001550695,13559
tsq,0001499832,75318
snfca,0000318673,11593
plg,0001095052,75886
plg,0001095052,92131
ovbc,0000894671,83155
fcco,0000932781,89643
dakt,0000915779,80233
crmd,0001410098,93371
chn,0000845379,59854
otec,0001846809,88185
dmo,0001478102,39941
ebmt,0001478454,93368
goco,0001808220,39336
goco,0001808220,11190
czwi,0001367859,91609
bfin,0001303942,90718
mitt,0001514281,12828
dms,0001725134,30091
ngs,0001084991,89546
opof,0000740971,88183
ae,0000002178,25881
ae,0000002178,61487
arc,0001305168,10604
arc,0001305168,90548
brid,0000014177,19271
wstg,0000945983,81893
fstr,0000352825,37402
hbio,0001123494,88839
wea,0001163792,84787
lark,0001141688,80336
dlng,0001578453,14308
avhi,0001844507,16030
fmn,0001199004,33882
sbfg,0000767405,89202
infi,0001113148,88434
cfcx,0001489803,10569
pbhc,0001609065,84825
rrgb,0001171759,89453
dla,0001101396,51350
dla,0001101396,88287
cwbc,0001051343,84215
sncr,0001131554,91366
cbca,0001554906,85409
celc,0001603454,22489
eml,0000031107,31480
mlvf,0001550603,92685
gan,0001799332,32096
ivac,0001001902,82587
trx,0001173643,90695
voc,0001505413,12786
cto,0000023795,26650
tglo,0001066684,86436
agd,0001362481,79352
agd,0001362481,83349
cmcl,0000766011,86562
atos,0001488039,13693
cyrn,0001084577,87061
gass,0001328919,90950
srl,0000016859,67053
srl,0000016859,40010
phx,0000315131,70957
phx,0000315131,76011
phx,0000315131,77236
func,0000763907,77889
nanx,0000883107,85565
smlp,0001549922,13583
kopn,0000771266,77515
axdx,0000727207,84184
inte,0001850262,44477
inte,0001850262,76871
inte,0001850262,81623
sotk,0000806172,11153
cgo,0001285650,52249
ctg,0000023111,26084
ctg,0000023111,60169
ubfo,0001137547,88984
rdi,0000716634,65525
rdi,0000716634,87533
rdi,0000716634,87532
vra,0001495320,80929
vra,0001495320,12363
chmi,0001571776,14183
ribt,0001063537,14355
litb,0001523836,13999
sfbc,0001541119,85748
sfbc,0001541119,13561
gnss,0000924383,85825
unb,0000706863,57605
unb,0000706863,89279
lee,0000058361,50286
intg,0000069422,55678
enz,0000316253,33209
sbi,0000882300,22998
nnbr,0000918541,80343
xnet,0001510593,80488
mnov,0001226616,91672
dit,0000928465,49904
dit,0000928465,82171
very,0001575434,80216
nine,0001532286,90484
prt,0001724009,68646
galt,0001133416,85182
galt,0001133416,89853
galt,0001133416,13324
flxs,0000037472,36768
cphc,0001672909,81182
ntic,0000875582,77488
asur,0000884144,77505
asur,0000884144,79471
pcyg,0000050471,12380
prov,0001010470,60442
prov,0001010470,83683
rmi,0001746967,35203
rmi,0001746967,69665
pbyi,0001401667,13621
hmnf,0000921183,80633
cue,0001645460,13354
sup,0000095552,52396
rrts,0001440024,93384
ship,0001448397,70333
ship,0001448397,10224
ship,0001448397,92380
tast,0000809248,91678
clay,0001855467,24011
clay,0001855467,91157
bgi,0001179821,17807
bgi,0001179821,90986
earn,0001560672,13894
elmd,0001488917,32118
elmd,0001488917,12078
asmb,0001426800,12497
ghm,0000716314,60468
gdrzf,0001072725,39256
mntx,0001302028,66393
mntx,0001302028,90568
smts,0001705259,76990
lgvn,0001721484,89172
epix,0001633932,75692
epix,0001633932,84420
reph,0001588972,66449
eaco,0000784539,10800
eaco,0000784539,10170
enlv,0001596812,82727
move,0001734750,87165
hson,0001210708,89698
farm,0000034563,34367
strt,0000933034,81278
ds,0001175483,11761
fonr,0000355019,37154
ubcp,0000731653,79019
life,0001339970,49534
life,0001339970,86725
gnta,0001838716,77180
sy,0001758530,70280
sy,0001758530,14525
sy,0001758530,76792
codx,0001692415,24425
mays,0000054187,27617
hnw,0001388126,60476
acu,0000002098,60038
pfx,0001490349,77416
hhs,0000045919,79903
expr,0001483510,93373
cmt,0001026655,75360
cmt,0001026655,84387
whg,0001165002,84673
whg,0001165002,89443
pcti,0001057083,87361
pxlw,0001040161,88260
axr,0000006207,38746
mgyr,0001337068,91083
lway,0000814586,12209
fcap,0001070296,86573
alot,0000008146,15537
foa,0001828937,35204
cizn,0001075706,87269
lake,0000798081,10645
bksc,0001007273,10781
thm,0001134115,92248
mict,0000854800,13879
vhc,0001082324,87084
intt,0001036262,85013
itp,0001358190,56688
ftk,0000928054,90783
acr,0001332551,42454
acr,0001332551,84768
cidm,0001173204,89889
cgen,0001119774,24556
cgen,0001119774,88507
inkt,0001840229,86173
tpz,0001408201,63028
nobh,0000072205,57745
ped,0001141197,14135
emcf,0000858800,93131
inod,0000903651,79499
cjjd,0001856084,93347
aubn,0000750574,82251
dex,0001396167,45874
dex,0001396167,90247
glv,0001288795,55183
xlo,0001840233,20909
oiim,0001095348,88549
oiim,0001095348,90973
ncmi,0001377630,91822
clgn,0001631487,24839
hrtg,0001598665,41604
cris,0001108205,88511
airg,0001272842,83712
orn,0001402829,76270
orn,0001402829,92467
pgp,0001318025,66309
nms,0001607997,59096
mfd,0001276469,47167
pfbx,0000770460,88257
ipwr,0001507957,14313
ulbi,0000875657,78213
spk,0001848097,79919
quik,0000882508,87364
byfc,0001001171,82812
ntz,0000900391,79213
snd,0001529628,59977
cptp,0000202947,84837
iso,0001615055,46018
pme,0001517130,12961
pyxs,0001782223,77795
cyt,0001662244,23924
cyt,0001662244,80079
vnce,0001579157,14296
ap,0000006176,18075
stim,0001227636,80042
blrx,0001498403,12912
mchx,0001224133,90088
rmo,0001757932,76062
cmpo,0001823144,78873
usas,0001286973,78941
job,0000040570,46834
emkr,0000808326,84607
lsbk,0001341318,91176
virc,0000751365,59627
mcaf,0001853774,87500
ccm,0001472072,93153
naii,0000787253,11654
evok,0001403708,14158
rvp,0000946563,88994
refr,0000793524,10463
vbfc,0001290476,89576
cei,0001309082,47095
cei,0001309082,80417
gsit,0001126741,91901
sund,0001171838,10423
mpac,0001841993,11409
mpac,0001841993,89699
arkr,0000779544,85586
tzoo,0001133311,89941
oncy,0001129928,89175
gp,0001584547,23915
gpco,0001841209,38528
pdex,0000788920,10550
lov,0001705338,92185
usap,0000931584,81184
pcf,0000810943,61006
sfe,0000086115,46340
aaoi,0001158114,14145
strm,0001008586,77793
strm,0001008586,83391
sal,0001060219,36396
sal,0001060219,86312
bolt,0001641281,18650
fhld,0001386044,37293
rail,0001320854,90672
asrv,0000707605,92807
ibio,0001420720,89114
ibio,0001420720,12527
dyai,0001213809,90682
gaia,0001089872,87321
meip,0001262104,89935
nls,0001078207,86889
koss,0000056701,48072
gifi,0001031623,84737
bway,0001505065,11821
bway,0001505065,87304
lgl,0000061004,33849
scx,0000093676,18438
loan,0001080340,11945
loan,0001080340,86887
rfil,0000740664,86474
ades,0001515156,90400
brli,0001787518,10659
eq,0001746466,51852
eq,0001746466,91218
cga,0000857949,46180
cga,0000857949,68910
cga,0000857949,75386
cga,0000857949,76341
cga,0000857949,92897
staf,0001499717,72339
staf,0001499717,80664
acba,0001844389,88416
bfi,0001723580,53786
hfbl,0001500375,12487
icad,0000749660,88779
turn,0000893739,66230
pesi,0000891532,78189
mktw,0001805651,86579
kffb,0001297341,90636
aame,0000008177,15580
geos,0001001115,38851
geos,0001001115,85567
vgz,0000783324,69446
dsp,0001828791,27203
dsp,0001828791,67870
dsp,0001828791,81482
dsp,0001828791,92419
crws,0000025895,59256
abti,0001442999,77988
tatt,0000808439,78629
inuv,0000829323,90608
fusb,0000717806,11220
surg,0001392694,10237
surg,0001392694,76020
mack,0001274792,50703
mack,0001274792,13325
lft,0001547546,81310
lft,0001547546,85910
lft,0001547546,63351
iccc,0000811641,11292
ndp,0001547158,13519
bwen,0001120370,92917
botj,0001275101,13198
fam,0001302624,35175
fam,0001302624,77550
iroq,0001514743,10009
iroq,0001514743,12920
tc,0001743340,44812
tc,0001743340,92423
ug,0000101295,78749
buks,0000015847,20002
optt,0001378140,11539
optt,0001378140,91964
awh,0000926617,91393
xtnt,0001453593,91835
stg,0001723935,72769
stg,0001723935,76480
coda,0001334325,22681
asnb,0001011060,83592
mlss,0000855683,82621
asm,0000316888,29225
asm,0000316888,78236
asm,0000316888,77705
frd,0000039092,58421
geg,0001831096,75790
seed,0001321851,90976
nm,0001333172,69614
nm,0001333172,90965
chkr,0001524769,77095
esoa,0001357971,91522
gkin,0001509786,10608
nick,0001000045,85705
idn,0001040896,87439
link,0000828146,79280
salm,0001050606,77654
salm,0001050606,87121
apt,0000884269,28660
apt,0000884269,87832
neon,0000087050,85026
neon,0000087050,86780
neon,0000087050,68145
snpx,0001571934,12094
derm,0001867066,29496
derm,0001867066,79817
rgs,0000716643,66174
rgs,0000716643,76711
rgs,0000716643,24379
vapo,0001253176,80275
plx,0001006281,63240
plx,0001006281,86080
eng,0000933738,76593
eng,0000933738,86122
tren,0001740797,74764
tren,0001740797,80035
feim,0000039020,62228
dxr,0000027367,29058
clev,0001414382,86153
opnt,0001385508,88550
cee,0000860489,42593
lfvn,0000849146,13599
nhtc,0000912061,81728
pfie,0001289636,14548
admp,0000887247,82163
bdl,0000012040,54244
sieb,0000065596,53373
kequ,0000055529,47571
kirk,0001056285,89449
dswl,0000946936,81861
fmy,0001319183,53357
fmy,0001319183,76563
oesx,0001409375,92466
grow,0000754811,91287
biof,0001549145,92089
iqst,0001527702,83280
cdtx,0001610618,11221
isr,0000728387,22323
eman,0001046995,87658
ior,0000949961,24352
ktcc,0000719733,47619
mndo,0001119083,88546
edi,0001551040,52150
migi,0001218683,11187
sanw,0001477246,93434
pnbk,0001098146,80837
snt,0000896494,21514
snt,0000896494,89411
stbi,0001166362,81277
coe,0001659494,90749
live,0001045742,89608
live,0001045742,92557
novn,0001467154,12236
tact,0001017303,83910
uamy,0000101538,78960
airt,0000353184,11368
plse,0001625101,76696
awre,0001015739,83844
aih,0001757143,41444
aih,0001757143,77452
achv,0000949858,14833
evgn,0001574565,87680
evgn,0001574565,14300
apsi,0001553264,15916
apsi,0001553264,79567
nltx,0001404644,92686
pw,0001532619,13987
alim,0001267602,93339
hook,0001760542,42447
ftek,0000846913,79586
btn,0000946454,82234
aumn,0001011509,85633
aumn,0001011509,93285
rdhl,0001553846,13707
psix,0001137091,10707
psix,0001137091,13939
mbot,0000883975,54755
husa,0001156041,91379
sypr,0000864240,80534
pcsa,0001533743,87248
mxc,0000066418,89857
mbrx,0001659617,90231
tess,0000927355,80951
ntwk,0001039280,57147
ntwk,0001039280,80260
ntwk,0001039280,87508
spi,0001210618,85342
dwsn,0000799165,29050
clir,0001434524,13369
hzn,0001637655,55706
aamc,0001555074,14127
aamc,0001555074,76867
irix,0001006045,83145
soho,0001301236,90506
tisi,0000318833,65752
chci,0001299969,90476
rmcf,0001616262,10044
id,0001698113,48434
id,0001698113,84280
tphs,0000724742,65429
rand,0000081955,65665
gure,0000885462,78091
ltbr,0001084554,93083
sctc,0001577445,74086
uihc,0001401521,13712
gtec,0001735041,93135
ivc,0000742112,45728
iclk,0001697818,93136
cpix,0001087294,93004
pmd,0000806517,11043
cspi,0000356037,20336
xin,0001398453,92517
mark,0001368365,89756
scnd,0000087802,69295
dysl,0000030831,12486
esp,0000033533,31691
omex,0000798528,89898
glyc,0001253689,76700
acst,0001444192,13750
tayd,0000096536,74740
xpl,0000917225,91421
pt,0001716338,76608
pt,0001716338,81669
lpth,0000889971,83149
mtex,0001056358,86728
gtim,0000825324,76360
nmtc,0001500198,88178
angn,0001601485,75580
angn,0001601485,89609
kins,0000033992,33770
wtt,0000878828,77235
loncf,0001472619,12663
nymx,0001018735,85706
abio,0000907654,79365
abio,0000907654,85293
ogen,0001174940,90170
aptx,0001674365,80301
cthr,0001015155,85539
bbgi,0001099160,87589
idai,0001718939,11181
rnwk,0001046327,85576
strn,0001872525,73817
mcld,0001756499,83674
mcld,0001756499,89354
cvv,0000766792,86290
peye,0000867840,77263
jetmf,0001846084,91984
acrx,0001427925,12573
lode,0001120970,78979
lode,0001120970,12840
glbs,0001499780,12397
corr,0001347652,76716
corr,0001347652,91801
cnet,0001376321,83744
cnet,0001376321,93274
ppsi,0001449792,77111
ppsi,0001449792,14172
mtr,0000313364,62922
cyn,0001874097,23916
cyn,0001874097,53591
sgrp,0001004989,83303
aim,0000946644,11157
imcc,0001792030,83667
wvvi,0000838875,80955
spro,0001701108,69228
spro,0001701108,90447
ffhl,0001381074,91664
vjet,0001582581,14232
aau,0001015647,91038
occ,0001000230,83399
nsys,0000722313,79322
fwbi,0001604191,75626
msbc,0001169483,62923
miti,0000802257,89863
sgma,0000915358,70552
sgma,0000915358,80274
oncr,0001671818,11119
brn,0000010048,42358
dcth,0000872912,89169
nxtp,0001372183,87623
dgly,0001342958,92521
svt,0000089140,50243
mrm,0001819704,53015
glbz,0000890066,89022
nom,0000899782,19676
daio,0000351998,28629
igc,0001326205,91201
mrin,0001389002,13812
mf,0001851682,18884
snrg,0001652539,74174
alrt,0001087022,80305
sonx,0001407973,91919
dss,0000771999,10253
dss,0000771999,10253
gene,0001166272,90899
alrn,0001420565,12205
alrn,0001420565,10100
agri,0001826397,77341
cvr,0000019871,30509
ipw,0001830072,24723
aey,0000874292,76869
trib,0000888721,78002
ontx,0001130598,14056
bsqr,0001054721,87302
ncty,0001296774,90483
educ,0000031667,31668
idra,0000861838,82824
chnr,0000793628,23070
chnr,0000793628,82162
fsi,0001069394,49875
fsi,0001069394,89597
gray,0001534133,39758
stly,0000797465,78068
tait,0000942126,81588
crmz,0000315958,57315
astc,0001001907,82747
enzn,0000727510,33137
airi,0001009891,13976
eltk,0001024672,84419
hall,0000819913,75985
nuro,0001289850,90288
ampe,0001411906,12789
age,0001708599,54391
gvp,0000944480,81869
creg,0000721693,93302
iht,0000082473,55984
ckx,0000352955,89948
apwc,0001026980,84650
wave,0001846715,80671
wave,0001846715,91746
nile,0000896493,90187
dxyn,0000029332,10886
pure,0001006028,83896
onvo,0001497253,14033
dhcc,0000844887,75781
lci,0000057725,89369
lci,0000057725,79175
vaso,0000839087,12171
bdco,0000793306,76310
bdco,0000793306,76310
wyy,0001034760,86098
ampg,0001518461,76384
sif,0000090168,49138
sckt,0000944075,81741
ophc,0001288855,89741
carv,0001016178,80960
jctcf,0000885307,83387
evol,0001052054,86062
acfn,0000880984,77327
otic,0001493566,80298
else,0000351789,32062
trka,0001021096,76743
canf,0001536196,14272
jsda,0001083522,90972
beat,0001779372,92587
ispc,0001558569,11424
rstn,0001760233,88913
cntx,0001842952,11706
btx,0000748592,77393
sprs,0000747540,83907
wnw,0001787803,38199
pfin,0000075340,44230
seac,0001019671,84255
trt,0000732026,92583
blin,0001378590,92091
trux,0001578019,80161
reed,0001140215,92449
ahi,0001815436,66421
xrtx,0001729214,90242
evk,0000943184,84185
rcon,0001442620,92986
bhll,0001407583,84747
whlr,0001527541,13700
bnso,0000846546,78705
marps,0000062362,51530
avct,0001704760,84510
avct,0001704760,88424
tsri,0000098338,74500
gbcs,0000727346,11561
cycc,0001130166,90098
ams,0000744825,13769
ams,0000744825,58798
gigm,0001105101,87608
fdlb,0000910492,34279
fdlb,0000910492,11646
bioc,0001044378,77683
bioc,0001044378,77683
ucl,0001775898,14891
useg,0000101594,79039
pik,0001861522,47327
pik,0001861522,87449
jva,0001007019,90679
odyy,0001626644,11115
pzg,0001629210,92254
cemi,0001092662,13453
nspr,0001433607,13844
smit,0000922612,81225
ford,0000038264,37381
ford,0000038264,37381
gyro,0001589061,40468
prkr,0000914139,80019
excl,0001786119,12120
clro,0000840715,75714
upc,0001809616,92639
upc,0001809616,78263
msn,0000032621,60177
msn,0000032621,81124
sofo,0001029744,85953
cyan,0000768408,10661
rcg,0000919567,77615
ipdn,0001546296,13828
vide,0000758743,92874
qumu,0000892482,78054
cryo,0001468679,90804
axas,0000867665,76888
ptco,0001609258,62360
leds,0001333822,12488
isig,0000875355,76934
kool,0001855255,11394
bosc,0001005516,83486
logc,0001664106,12214
awx,0001061069,86113
myo,0001369290,34366
liqt,0001307579,14339
pbio,0000830656,77632
pbio,0000830656,84056
sonm,0001178697,82226
ptix,0001022899,82839
dynt,0000720875,31051
sint,0001269026,89577
gtmay,0001163560,77646
gtmay,0001163560,89254
reli,0001812727,66289
tops,0001296484,90298
mind,0000926423,54878
mind,0000926423,11904
mind,0000926423,81165
spcb,0001291855,92230
allr,0001860657,86565
artw,0000007623,15203
intv,0001520118,89181
dsgt,0001413909,65218
hiho,0001026785,84314
imh,0001000298,82639
pstv,0001095981,81504
game,0001714562,93042
meds,0001382574,11899
meds,0001382574,76944
uuu,0000102109,79573
coms,0001178727,76129
unam,0000100716,77973
mtp,0001643918,24256
ufab,0001617669,85405
navb,0000810509,78066
falc,0000922521,80652
falc,0000922521,89099
ensc,0001716947,83932
dfco,0000725394,62253
dfco,0000725394,84813
dfco,0000725394,78753
cphi,0001106644,93016
sisi,0001300734,45744
cfic,0001448324,81688
ssy,0000096793,54922
ssy,0000096793,74908
gbr,0000105744,32360
gbr,0000105744,79066
relv,0000768710,79065
amst,0001807166,77901
xtlb,0001023549,90917
clwt,0001026662,84601
rbcn,0001410172,92448
achn,0001672571,91491
svbl,0001031093,91581
gbs,0001725430,25291
tnlx,0000099106,37460
cnsp,0001729427,86511
clri,0001362516,25938
trck,0001045942,80851
ahpi,0000874710,77259
jan,0000862861,50008
nby,0001389545,92345
fnhc,0001069996,86435
strr,0000707388,92057
rhe,0001004724,77821
ecia,0000930775,83654
cyto,0001601936,10383
atxi,0001644963,76883
gegp,0001081188,78101
grom,0001662574,40142
alda,0001062506,79247
fmnj,0001304077,37541
pctl,0001119897,91003
ctib,0001042187,85540
cytr,0000799698,10838
rnwr,0001467913,80811
frtg,0001602813,83506
efoi,0000924168,80812
acor,0001008848,91086
katx,0001474558,80842
royl,0001694617,10413
royl,0001694617,81103
lll,0001546383,86021
giga,0000719274,39029
nstm,0000912544,56769
igen,0001393540,80249
vs,0001701963,80264
numd,0001543637,73323
numd,0001543637,80604
kitl,0001608092,47766
gtll,0000932021,81486
cpwr,0000827099,78139
anpc,0001786511,13515
ifny,0000822746,80634
csli,0001806015,27431
reno,0001590383,79028
fifg,0001648903,82497
blpg,0001416697,85361
nauh,0001399855,93399
aasp,0000930245,81176
emed,0001715819,81272
grst,0000792935,88445
gdmk,0001725911,88381
ecgi,0001856416,88336
srco,0000318299,10140
aftc,0001182731,12114
crkr,0001162896,78819
pssr,0000225628,52717
tcco,0000096699,74836
kays,0001530746,47240
sset,0001561686,77247
vrtc,0000773318,11741
mtlk,0001098462,87504
purt,0001126162,75728
rmed,0001716621,66553
rmed,0001716621,77888
mage,0001515317,50842
rlly,0001940251,75833
gsac,0000890725,79082
bonz,0001439264,79943
abmc,0000896747,10066
abmc,0000896747,85671
atrx,0000737207,76306
bisa,0000918545,80704
prle,0000928953,83427
mspc,0001488501,54552
kens,0000055234,47416
esmc,0000862668,77892
gthr,0001017110,87391
qtxb,0000820608,11167
clow,0001619227,24134
acur,0000786947,10116
psww,0001587476,75697
blis,0001703625,12131
grso,0001104265,76924
dwog,0000869495,81072
pgai,0000081157,51326
apld,0001144879,82466
apld,0001144879,89986
xtrm,0001440280,85589
cxdc,0001353970,93130
novc,0001025953,58289
novc,0001025953,85433
novc,0001025953,91279
phot,0001161582,62835
gnbt,0001059784,88250
pcmc,0001141964,69075
winr,0001708410,77698
pacqf,0001485922,12794
lphm,0000058411,57373
alpe,0001023298,85233
qnta,0001691430,90191
webb,0001011901,83579
appb,0001607549,78717
bncm,0001384939,77445
bncm,0001384939,85859
crxm,0000772320,84521
acca,0001001463,82822
vrus,0001430523,91971
mdin,0001045707,50577
kgji,0001089531,88244
cshef,0000908256,79445
stsc,0001368761,68305
mspr,0001802450,88456
mvco,0000924095,82507
nfnt,0001862327,86985
netc,0001854458,81169
na,0001872302,81191
nams,0001936258,11813
naso,0001398172,75303
mob,0001898643,15966
mond,0001828852,79289
mlan,0001874848,48901
mlan,0001874848,44898
mltx,0001821586,86779
mics,0000923601,53429
nxl,0001527352,60804
nxl,0001527352,79542
nyx,0001679379,91143
nvx,0001859795,76125
omcl,0000926326,89110
omed,0001469988,14055
opal,0001842279,81634
note,0001823466,10894
nsts,0001881592,58414
ntar,0001737270,90500
nmco,0001774342,84748
nlon,0001922194,47408
nic,0001174850,64303
nhwk,0001476963,91098
nhic,0001852931,10499
rit,0001664780,80786
rich,0001856071,66879
resi,0001555039,13723
rene,0001889112,85498
rcpi,0001849840,87816
rcs,0000916183,46738
rbnk,0001535665,75766
rccc,0001665598,83161
radd,0001847512,65403
pre,0001876431,40571
pre,0001876431,79730
psgi,0001880249,90198
pse,0001913715,92658
pol,0001810140,79144
pol,0001810140,88597
port,0001865200,21304
port,0001865200,63300
port,0001865200,88188
pet,0001842356,17267
perf,0001899830,77186
phcc,0001861681,63889
phcc,0001861681,85495
paci,0001853070,85568
lre,0001888980,78039
lre,0001888980,13083
ledg,0001872206,80129
lipo,0001347242,10513
lucy,0001808377,79845
matv,0001000623,83673
marx,0001892922,88455
mana,0001852023,10709
mdv,0001645873,76832
mgam,0001886362,83529
mfrm,0001883331,13110
kntk,0001692787,83389
ktn,0001283337,65314
lab,0001162194,59563
lab,0001162194,67707
lab,0001162194,76679
lab,0001162194,87140
lbbb,0001867287,90668
kal,0001909152,61364
hac,0001866411,91219
hlco,0001441082,88613
hlco,0001441082,79948
hma,0001850529,69470
hma,0001850529,76565
hlp,0001855557,79700
hln,0001900304,76157
grtr,0001905312,11430
grov,0001841761,40185
grov,0001841761,10551
grna,0001822691,78703
gplb,0001392449,83662
gle,0001908705,55466
gle,0001908705,88890
gls,0001805087,91638
hpac,0001871667,13552
hpac,0001871667,85732
hrdg,0001816978,75557
hs,0001867684,69884
hs,0001867684,75850
hs,0001867684,91113
hs,0001867684,91113
iaci,0001892876,43992
iaci,0001892876,78840
idr,0001030192,56821
idr,0001030192,84640
intr,0001864163,44840
ints,0001567264,76096
ipx,0001898601,79209
ifin,0001862935,82584
cohr,0000820318,24476
clrs,0001801956,86092
clic,0001843983,87309
clin,0001883984,24089
clin,0001883984,77524
cngl,0001867443,85278
cngl,0001867443,92991
crec,0001851230,79596
crec,0001851230,85207
crdo,0001807794,24724
crcl,0001876042,41014
crcl,0001876042,76775
ctm,0001877939,24898
eic,0001754836,33340
eic,0001754836,33321
ee,0001888447,31764
ee,0001888447,82855
ee,0001888447,31712
drct,0001880613,89822
drs,0001833756,65226
dsgr,0000703604,82653
dpac,0001864132,10012
do,0000949039,82298
deca,0001913577,85817
dc,0001852353,42788
dave,0001841408,84203
fp,0001900035,31915
frtx,0000819050,53540
fte,0001856114,26243
fte,0001856114,85425
ggr,0001886190,90163
gge,0001158420,39204
gge,0001158420,76482
gc,0001805586,58261
gc,0001805586,77027
gct,0001857816,90378
gbtg,0001820872,65593
gbbk,0001894951,83974
gabc,0000714395,79166
ep,0000887396,77481
emld,0001889123,79738
exac,0001844019,83503
fgi,0001864943,52353
fgi,0001864943,66165
figi,0001791325,92218
fio,0001899194,12865
alte,0001842428,12125
alte,0001842428,89108
alr,0001159281,42737
alr,0001159281,89230
allg,0001874474,80502
amtd,0001769731,14163
amtd,0001769731,84597
aqu,0001861063,13751
ark,0001843093,75889
aren,0000894871,11672
asca,0001868775,79795
btry,0001857971,77335
bull,0001872195,19749
chmt,0001765048,38420
chrd,0001486159,87649
chg,0001893311,22437
chg,0001893311,54009
cinc,0001868734,11611
city,0000872202,82478
cdp,0001786485,26586
ceai,0001795938,92970
cfsb,0001879103,76205
cfsb,0001879103,83444
cffi,0000913341,85725
cffs,0001839519,86773
bios,0001856653,83883
blco,0001860742,16433
blco,0001860742,17452
bmr,0001899005,90301
brig,0001849349,19290
brd,0001847351,52097
brd,0001847351,89802
bds,0001831833,85357
beep,0001918056,17401
beep,0001918056,10589
belp,0001749817,17487
bar,0001690437,29567
bar,0001690437,76247
urgp,0000932352,85382
vbnk,0001690639,79630
tcgi,0001879270,76995
tcgi,0001879270,83696
tgl,0001905956,51027
tgl,0001905956,75247
tgl,0001905956,80284
ther,0001362703,89177
thrd,0001923840,80768
tlf,0000909724,79666
tmq,0001543418,83231
tnt,0001558924,60361
tnt,0001558924,85898
tpet,0001898766,75599
tto,0001843556,91801
str,0001703785,27756
stew,0000102426,72988
sst,0001805833,55749
sst,0001805833,75270
stek,0001511820,79421
spcm,0001880968,72048
smx,0001940674,92815
smtk,0001817760,76577
skyx,0001598981,70851
sed,0001883037,48549
sed,0001883037,10772
sbp,0001884713,86398
sflm,0001086313,71512
sghl,0001855885,76421
shph,0001757499,78839
sai,0001847075,33312
sai,0001847075,38789
sai,0001847075,91547
saga,0001855351,71037
rtgn,0001836295,14551
rvsn,0001743905,87808
rvr,0001891367,13232
rvr,0001891367,39853
rvr,0001891367,82221
rvr,0001891367,91728
zing,0001844270,93316
west,0001806347,55117
west,0001806347,81226
west,0001806347,92295
wel,0001877557,78111
wel,0001877557,85759
wbd,0001437107,89305
ptr,0001108329,56151
ptr,0001108329,87844
lfc,0001268896,89949
snp,0001123658,88660
goog,0001652044,90319
amx,0001129137,10161
amx,0001129137,79888
amx,0001129137,88903
amx,0001129137,88885
bbdo,0001160330,16169
fox,0001754301,27860
fox,0001754301,86401
nuan,0001002517,82759
nuan,0001002517,88180
lbtyk,0001570585,90227
ach,0001161611,85519
ach,0001161611,89246
z,0001617640,12927
qbcrf,0001156831,56311
mcfe,0001783317,52135
iivi,0000820318,11752
ely,0000837465,77366
mant,0000892537,89307
ua,0001336917,90979
shi,0000908732,79464
isbc,0001594012,90952
regi,0001463258,83688
regi,0001463258,13201
cdev,0001658566,22841
centa,0000887733,77780
centa,0000887733,91815
nss,0001110805,75262
poly,0000914025,63539
poly,0000914025,10098
aic,0001209028,21194
aic,0001209028,77162
aic,0001209028,90429
uba,0001029800,50585
uba,0001029800,86313
bdsi,0001103021,89445
adgi,0001832038,36767
adgi,0001832038,11923
ctt,0001341141,54906
ctt,0001341141,14334
taco,0001585583,39416
taco,0001585583,74537
taco,0001585583,77992
gss,0000903571,79636
kor,0001507964,48995
bh,0001726173,26607
bh,0001726173,67416
bh,0001726173,82769
warr,0001820209,76898
belfb,0000729580,17444
belfb,0000729580,86242
nev,0001469392,64047
nev,0001469392,76238
hbp,0001093082,87464
hmtv,0001567345,13876
usak,0000883945,77425
bbi,0000819050,61284
eno,0000071508,88393
bkep,0001392091,92206
eyes,0001266806,85289
gsv,0001321847,13438
gpl,0001300050,12556
aljj,0001438731,83398
uboh,0001087456,88951
axu,0001364128,92262
emms,0000783005,80297
efbi,0001699018,80974
wvfc,0000910679,79885
mbbc,0001835385,81260
ctek,0001011432,83745
ctek,0001011432,12485
wstl,0001002135,82762
sinc,0001532595,69650
qbak,0000758938,88370
iwsy,0000941685,88213
imuc,0000822411,13385
drop,0000842722,86282
mrge,0001623360,85739
trnx,0001353487,12587
strz,0001043156,85402
